"Income Monthly","Monthly Debt","Credit Score","Loan Amount","DTI","Employment Status","Defaults","Loan Status","Loan Period (Months)"
"0","0","637","1121557","0","Self-Employed","No","rejected","240"
"20585","2382","825","1939198","11.57","Employed","No","rejected","12"
"135589","9311","559","1829030","6.87","Self-Employed","No","approved","240"
"118423","52390","491","1011184","44.24","Self-Employed","No","rejected","48"
"150328","56213","801","1201805","37.39","Employed","No","approved","60"
"114277","34502","540","1946365","30.19","Self-Employed","No","approved","36"
"64145","32315","509","2374417","50.38","Self-Employed","No","approved","180"
"158420","87663","772","1451115","55.34","Self-Employed","No","approved","12"
"77199","21600","706","1131886","27.98","Self-Employed","No","approved","12"
"152662","8415","620","676308","5.51","Self-Employed","No","approved","48"
"165638","53952","452","746906","32.57","Employed","No","rejected","36"
"136789","73108","732","1363581","53.45","Employed","No","approved","120"
"130851","51049","762","2019154","39.01","Self-Employed","No","approved","12"
"111765","24928","834","975126","22.3","Employed","No","approved","36"
"76266","4913","850","959107","6.44","Employed","No","approved","36"
"12822","5183","760","55756","40.42","Self-Employed","No","approved","12"
"53696","2484","562","610005","4.63","Employed","No","approved","120"
"198545","8850","789","1727465","4.46","Employed","No","approved","240"
"19194","8472","421","1186195","44.14","Employed","No","rejected","12"
"16915","4427","800","2384078","26.17","Employed","No","rejected","36"
"152867","58623","679","746902","38.35","Employed","No","approved","240"
"86552","3248","795","465864","3.75","Self-Employed","No","approved","60"
"103956","45905","553","813903","44.16","Employed","No","approved","24"
"184441","67468","616","2363151","36.58","Employed","No","approved","240"
"62816","36471","574","2415028","58.06","Self-Employed","No","approved","36"
"0","0","491","673041","0","Self-Employed","No","rejected","60"
"90893","14845","826","1980846","16.33","Employed","No","approved","120"
"100670","39997","482","941082","39.73","Self-Employed","No","rejected","60"
"76533","42331","692","2192562","55.31","Employed","No","approved","12"
"197803","50558","631","1497645","25.56","Self-Employed","No","approved","24"
"146726","7306","665","146248","4.98","Employed","No","approved","24"
"52728","10816","449","1511687","20.51","Self-Employed","No","rejected","180"
"206144","83207","542","824644","40.36","Employed","No","approved","180"
"175554","58436","607","1262712","33.29","Self-Employed","No","approved","180"
"108295","39558","700","1949414","36.53","Self-Employed","No","approved","36"
"0","0","794","765351","0","Self-Employed","No","rejected","60"
"185881","65626","796","1041615","35.31","Self-Employed","No","approved","60"
"173017","67340","604","165731","38.92","Employed","No","approved","240"
"206015","3427","461","51704","1.66","Employed","No","rejected","120"
"39845","3501","523","1580307","8.79","Employed","No","approved","36"
"185422","100194","753","2225730","54.04","Self-Employed","No","approved","24"
"51995","21781","429","1828525","41.89","Self-Employed","No","rejected","36"
"12296","3284","703","299293","26.71","Self-Employed","No","approved","48"
"15517","7941","631","1228484","51.18","Employed","No","approved","36"
"43675","17937","531","353501","41.07","Self-Employed","No","approved","12"
"21141","8067","505","2250718","38.16","Self-Employed","No","rejected","60"
"138634","13557","743","1512770","9.78","Employed","No","approved","240"
"0","0","623","1363291","0","Self-Employed","No","rejected","120"
"147394","30068","665","826283","20.4","Employed","No","approved","48"
"0","0","515","2323328","0","Employed","No","rejected","36"
"49649","24185","582","944260","48.71","Self-Employed","No","approved","60"
"35914","115","596","1285799","0.32","Self-Employed","No","approved","60"
"98629","9524","617","2159308","9.66","Employed","No","approved","36"
"156756","37941","684","713846","24.2","Self-Employed","No","approved","12"
"176805","76192","809","852826","43.09","Employed","No","approved","180"
"22925","6281","467","1051531","27.4","Employed","No","rejected","120"
"134133","32264","606","1484605","24.05","Employed","No","approved","180"
"15960","4731","776","2106628","29.64","Employed","No","rejected","36"
"79890","27739","630","2130320","34.72","Employed","No","approved","48"
"0","0","844","1781476","0","Employed","No","rejected","120"
"77291","15276","669","1500701","19.76","Employed","No","approved","240"
"73171","14777","565","898806","20.2","Self-Employed","No","approved","12"
"18964","4592","761","1378187","24.21","Employed","No","approved","12"
"187702","29823","821","1924081","15.89","Employed","No","approved","24"
"56840","21514","536","1217150","37.85","Employed","No","approved","60"
"90841","50073","442","1803080","55.12","Employed","No","rejected","24"
"144852","62760","634","596740","43.33","Employed","No","approved","12"
"201263","53097","777","1647776","26.38","Employed","No","approved","24"
"184568","104284","739","1707757","56.5","Employed","No","approved","60"
"74683","40786","606","1321183","54.61","Self-Employed","No","approved","48"
"63094","15277","788","602572","24.21","Self-Employed","No","approved","24"
"160557","21605","699","608080","13.46","Employed","No","approved","36"
"0","0","767","2489656","0","Self-Employed","No","rejected","36"
"130138","70571","463","2377591","54.23","Employed","No","rejected","60"
"127307","36435","440","1540452","28.62","Employed","No","rejected","120"
"74779","7377","555","1023523","9.87","Employed","No","approved","12"
"0","0","692","799969","0","Employed","No","rejected","36"
"99654","10846","716","945448","10.88","Self-Employed","No","approved","24"
"54375","5396","562","566559","9.92","Employed","No","approved","36"
"185621","56654","771","1634561","30.52","Self-Employed","No","approved","60"
"0","0","617","2074921","0","Self-Employed","No","rejected","180"
"150564","835","636","2105474","0.55","Employed","No","approved","36"
"140761","64839","596","636298","46.06","Self-Employed","No","approved","240"
"32885","18310","797","2077897","55.68","Employed","No","approved","24"
"107969","4549","614","2512520","4.21","Employed","No","approved","36"
"206956","92241","750","350668","44.57","Employed","No","approved","240"
"24781","6661","839","1462815","26.88","Employed","No","approved","60"
"115168","21782","800","263766","18.91","Self-Employed","No","approved","240"
"23883","8275","818","903907","34.65","Self-Employed","No","approved","120"
"204883","43890","575","1346193","21.42","Self-Employed","No","approved","180"
"196642","25912","744","423183","13.18","Self-Employed","No","approved","24"
"154911","85221","432","1265720","55.01","Self-Employed","No","rejected","12"
"0","0","692","1736783","0","Employed","No","rejected","48"
"75658","35812","668","1209798","47.33","Employed","No","approved","240"
"52232","17283","422","372426","33.09","Self-Employed","No","rejected","60"
"58567","11961","463","1437991","20.42","Self-Employed","No","rejected","24"
"113672","49675","644","2252483","43.7","Self-Employed","No","approved","36"
"203816","95711","497","1387973","46.96","Employed","No","rejected","36"
"128162","3213","558","870745","2.51","Self-Employed","No","approved","48"
"101327","5286","837","1144912","5.22","Employed","No","approved","60"
"182797","39678","686","1419597","21.71","Self-Employed","No","approved","12"
"143507","12426","789","1963826","8.66","Self-Employed","No","approved","12"
"131050","70399","504","969212","53.72","Employed","No","approved","24"
"20671","5843","595","2348407","28.27","Self-Employed","No","rejected","120"
"154412","13694","467","1457367","8.87","Employed","No","rejected","12"
"108718","15792","546","1548890","14.53","Self-Employed","No","approved","48"
"67784","24574","497","936637","36.25","Employed","No","rejected","240"
"0","0","715","529551","0","Employed","No","rejected","36"
"158997","26660","490","1826309","16.77","Employed","No","rejected","48"
"197938","72301","725","662177","36.53","Self-Employed","No","approved","180"
"132424","77552","474","190539","58.56","Self-Employed","No","rejected","12"
"0","0","737","379660","0","Employed","No","rejected","120"
"41301","6002","794","60743","14.53","Employed","No","approved","120"
"0","0","558","2230435","0","Self-Employed","No","rejected","180"
"69541","40931","555","2152946","58.86","Self-Employed","No","approved","240"
"83969","41656","651","1465852","49.61","Employed","No","approved","48"
"202203","8467","509","2277026","4.19","Self-Employed","No","approved","60"
"0","0","489","1110837","0","Self-Employed","No","rejected","120"
"132667","67833","571","2052120","51.13","Self-Employed","No","approved","12"
"133016","14577","664","787786","10.96","Employed","No","approved","24"
"68586","12079","831","2083199","17.61","Employed","No","approved","12"
"62517","35344","833","509154","56.54","Employed","No","approved","24"
"63925","5638","734","490559","8.82","Self-Employed","No","approved","12"
"59819","25546","470","83271","42.71","Self-Employed","No","rejected","60"
"160991","12585","816","1648025","7.82","Self-Employed","No","approved","120"
"146646","35408","505","245459","24.15","Self-Employed","No","approved","120"
"40003","21172","757","227609","52.93","Self-Employed","No","approved","60"
"11480","3547","779","1523353","30.9","Employed","No","rejected","240"
"144639","65882","669","2200153","45.55","Self-Employed","No","approved","180"
"193734","36630","448","1222539","18.91","Employed","No","rejected","12"
"78977","8620","596","1161169","10.91","Self-Employed","No","approved","24"
"188216","10319","478","1015114","5.48","Self-Employed","No","rejected","24"
"10439","4812","611","671994","46.1","Employed","No","approved","240"
"68712","8427","549","2282891","12.26","Employed","No","approved","24"
"99334","8109","498","2450659","8.16","Self-Employed","No","rejected","180"
"0","0","692","1349346","0","Employed","No","rejected","240"
"149972","56645","534","2186592","37.77","Employed","No","approved","12"
"101658","54424","832","1130802","53.54","Employed","No","approved","120"
"135420","39873","751","363097","29.44","Self-Employed","No","approved","180"
"152813","31428","838","631740","20.57","Employed","No","approved","24"
"14455","5717","598","1524304","39.55","Self-Employed","No","rejected","48"
"153269","37961","620","2150730","24.77","Self-Employed","No","approved","36"
"43950","4626","801","557036","10.53","Employed","No","approved","36"
"0","0","605","553507","0","Self-Employed","No","rejected","240"
"87934","47693","750","1810526","54.24","Employed","No","approved","240"
"161042","75913","564","2454257","47.14","Self-Employed","No","approved","180"
"122444","4928","434","1034281","4.02","Employed","No","rejected","48"
"205527","60399","590","890066","29.39","Employed","No","approved","180"
"109494","34457","511","2416674","31.47","Employed","No","approved","180"
"169086","35835","452","38649","21.19","Employed","No","rejected","24"
